N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop_Type,Season_Kharif,Season_Rabi,Season_Zaid,Soil_Texture_Clay,Soil_Texture_Loamy,Soil_Texture_Sandy,Soil_Texture_Silt,Region_Central,Region_East,Region_North,Region_South,Region_West,Soil_Type_Alluvial Soil,Soil_Type_Black Soil,Soil_Type_Black Soil ,Soil_Type_Desert Soil,Soil_Type_Red Soil
33,24,115,7.17,30.39,34.24,751.07,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
149,90,114,7.48,29.52,31.57,418.38,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
111,50,56,7.52,23.17,74.75,1281.67,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
100,89,80,5.03,11.79,34.03,1764.24,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
87,96,67,6.48,10.71,55.35,2113.03,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
145,73,91,8.11,39.75,56.26,1732.65,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
71,25,69,5.7,22.95,72.34,2163.79,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
68,47,121,5.49,19.48,61.83,2725.85,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
174,62,39,6.81,29.37,53.88,1166.7,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
147,66,90,7.43,22.63,56.91,1344.36,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
30,64,128,7.83,24.86,53.04,2089.65,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
87,35,102,7.93,26.77,40.72,1463.51,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
110,84,60,6.53,33.16,64.27,589.52,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
83,69,91,6.75,10.06,86.69,1759.44,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
100,64,79,6.4,13.63,66.19,824.75,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
115,19,128,5.51,24.77,49.56,383.88,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
176,23,102,5.18,24.3,30.26,1645.67,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
37,34,104,6.94,39.8,89.81,2114.53,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
88,79,130,7.38,37.59,37.02,602.39,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
87,37,138,5.09,37.96,77.44,2201.63,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
114,91,130,6.67,27.31,89.54,706.08,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
113,29,126,5.73,35.45,74.93,1796.89,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
50,64,64,8.03,12.84,58.41,907.06,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
140,85,82,7.97,39.08,58.74,2765.09,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
51,44,99,7.75,31.7,60.71,505.1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
177,82,143,7.45,34.58,58.77,1122.33,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
92,53,79,5.15,37.57,42.41,1817.64,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
91,29,42,7.34,25.07,51.54,1168.23,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
77,35,127,4.92,33.16,61.75,1470.01,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
135,33,21,7.11,12.17,50.28,1780.08,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
64,28,103,5.21,21.86,63.22,1311.34,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
62,57,36,7.47,10.48,78.09,1164.31,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
122,92,87,8.19,18.21,47.39,2216.39,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
162,63,146,5.68,26.61,71.9,503.99,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
40,75,101,5.92,20.02,86.26,1890.54,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
165,36,85,8.17,39.49,39.53,1260.77,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
142,44,77,5.6,13.02,77.63,1397.0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
90,93,61,7.45,19.54,69.5,2299.6,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
111,57,65,6.47,20.35,82.11,395.42,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
113,21,36,6.91,22.79,57.67,1644.82,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
134,32,137,5.66,11.45,32.18,1077.78,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
55,52,35,5.9,21.42,43.6,1728.05,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
64,69,78,4.94,24.34,62.97,2018.04,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
126,74,77,5.09,30.25,56.34,355.56,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
172,75,115,5.83,22.71,40.8,2529.74,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
165,22,78,6.2,32.62,56.61,1580.19,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
143,76,99,6.3,23.45,76.86,895.89,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
43,65,79,8.19,17.43,56.15,2351.89,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
165,62,21,6.81,31.27,68.06,1935.43,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
39,87,20,6.46,15.01,82.12,1002.36,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
160,30,63,5.03,12.53,67.26,643.14,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
124,48,106,6.38,30.5,63.54,1681.76,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
94,52,106,5.16,19.6,63.5,2261.82,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
52,85,66,6.84,34.84,54.98,2054.89,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
123,28,131,6.21,12.14,31.56,867.32,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
99,69,134,5.89,30.41,83.34,1782.61,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
137,88,23,6.54,30.37,41.97,302.15,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
172,23,50,4.99,30.09,53.37,650.43,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
135,40,58,6.21,16.8,50.26,1088.59,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
150,72,68,5.92,11.76,65.95,2394.84,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
86,58,103,6.24,38.16,39.45,1052.44,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
47,98,147,7.68,22.99,73.99,1720.67,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
145,84,81,8.13,38.72,67.78,2041.32,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
30,44,108,5.08,32.86,59.47,2027.67,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
142,37,88,5.3,12.57,37.07,424.86,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
144,16,69,6.18,23.34,79.87,1957.34,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
39,20,98,6.92,33.0,57.62,1471.38,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
80,86,136,4.95,18.99,44.0,2377.01,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
62,48,51,5.43,38.77,38.5,2199.59,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
126,87,46,7.21,28.95,37.11,2093.38,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
157,64,147,6.17,17.93,41.31,1190.85,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
152,65,77,5.53,27.03,43.7,929.88,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
50,45,113,5.72,28.14,48.53,2559.99,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
93,73,125,5.79,29.46,83.73,940.2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
50,62,142,7.43,24.89,87.15,1720.39,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
173,82,47,7.26,29.02,60.74,425.08,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
156,44,127,6.42,19.47,73.8,1555.13,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
137,64,149,7.14,30.97,36.17,1765.9,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
76,17,27,5.78,18.82,41.57,2009.2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
80,71,76,7.62,18.36,44.9,940.67,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
81,27,78,6.23,22.68,47.0,1400.1,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
99,41,121,5.48,38.48,35.02,758.17,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
92,78,148,5.64,15.13,42.68,1532.89,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
161,69,90,4.94,25.11,55.06,1099.19,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
162,60,134,5.43,29.66,34.6,426.95,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
136,95,113,6.57,36.45,70.05,1995.68,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
39,47,60,6.33,11.84,35.98,2158.89,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
124,68,77,7.72,32.47,38.28,641.67,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
123,63,146,6.99,25.33,40.39,2403.95,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
78,80,41,5.91,28.44,89.74,1544.54,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
138,99,24,6.67,11.72,37.19,2467.38,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
97,89,106,7.18,16.95,34.18,724.36,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38,43,143,5.37,19.02,82.66,1253.69,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
62,79,47,6.43,24.14,50.0,489.85,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
173,93,38,8.09,39.53,72.77,1157.43,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
160,71,142,7.18,26.76,50.88,1301.11,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
141,97,111,7.75,15.24,83.21,2675.27,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
90,87,120,5.27,13.66,65.6,1144.98,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
70,36,26,6.53,14.95,85.61,1031.86,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
32,36,77,8.13,16.03,39.37,1812.18,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
104,94,120,7.07,34.86,38.09,1253.04,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
123,52,29,7.59,36.5,89.55,779.8,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
59,67,108,5.74,36.49,46.81,1257.34,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
133,21,73,8.08,20.81,61.08,739.4,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
46,30,50,5.59,22.49,33.03,1981.15,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
49,92,46,6.09,24.8,69.51,2307.05,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
169,46,96,7.56,10.8,32.66,2453.6,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
87,54,55,6.31,13.05,51.7,522.79,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
163,34,141,7.85,13.16,49.67,2103.72,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
126,20,50,5.82,17.05,85.41,1111.09,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
95,24,70,6.9,26.79,58.44,1553.76,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
178,97,123,6.3,24.69,87.42,2216.79,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
161,85,43,6.56,28.41,59.62,416.28,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
119,48,94,6.11,36.35,81.33,557.34,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
131,47,49,7.82,10.88,31.93,2092.99,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
164,58,21,5.05,32.75,69.2,1865.95,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
124,79,118,6.03,16.92,82.39,1477.92,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
42,42,79,5.63,30.52,67.56,1291.39,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
89,61,89,6.67,12.52,88.05,383.9,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
133,54,36,6.77,27.81,71.27,1083.24,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
158,50,143,6.72,32.13,34.9,2163.32,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
121,56,126,7.7,10.4,53.77,2205.24,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
73,16,87,5.1,23.01,37.1,424.23,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
170,71,123,5.52,36.28,50.45,494.85,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
135,65,107,8.06,38.64,63.96,1318.56,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
132,57,134,5.85,12.9,62.54,1417.9,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
160,43,95,6.63,28.26,76.03,1919.08,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
74,34,43,7.72,11.61,59.23,1025.17,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
112,34,47,7.32,17.7,46.33,1079.85,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
98,22,55,7.88,36.95,43.72,536.7,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
118,22,76,4.84,24.28,53.13,2237.15,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
128,80,142,7.2,34.46,54.34,1316.53,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
55,89,114,6.2,25.12,32.72,2781.56,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
175,71,146,5.07,12.13,86.76,1028.84,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
129,88,27,6.48,10.07,34.03,1766.84,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
120,56,27,6.68,38.09,51.36,1674.68,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
154,89,113,5.7,10.32,46.27,695.57,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
130,68,68,5.02,38.4,86.72,2128.31,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
165,70,126,8.05,16.46,65.04,1718.79,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
127,19,95,7.67,11.69,75.71,1434.42,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
96,19,25,4.83,28.41,77.1,2387.76,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
110,36,104,6.66,21.38,78.56,944.88,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
142,73,38,8.04,31.13,53.09,2748.52,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
108,85,39,8.09,28.77,45.76,1095.49,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
164,92,33,5.93,21.28,37.38,2078.37,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
179,98,58,4.99,30.71,57.26,2342.12,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
143,85,113,8.14,18.52,40.15,2772.27,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
41,55,48,5.87,34.15,50.69,1086.72,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
121,94,58,6.07,28.51,43.69,525.2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
38,94,111,7.34,12.26,85.44,2652.35,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
32,54,87,7.5,19.19,65.12,1489.49,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
154,96,123,5.32,12.02,48.12,1410.76,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
33,65,127,7.3,28.25,44.23,2798.33,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
98,87,111,4.84,27.38,30.71,2516.95,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
172,79,107,6.37,34.75,32.15,2774.65,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
69,58,110,4.97,25.2,61.17,1860.61,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
164,68,97,7.19,38.53,87.37,1012.6,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
160,95,139,5.29,34.05,79.07,2229.9,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
110,45,51,5.09,11.76,79.5,2718.37,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
133,50,62,6.26,35.03,46.24,1375.93,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
106,61,43,7.85,17.07,75.93,723.21,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
65,38,90,7.16,35.88,81.29,2498.41,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
92,95,129,6.63,26.25,69.66,1344.97,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
132,57,96,6.79,30.65,45.01,1829.23,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
154,48,109,5.98,12.08,55.92,385.66,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
94,82,130,5.59,34.7,66.83,1176.89,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
129,53,132,5.98,27.84,41.66,986.39,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
150,78,72,8.12,21.63,47.02,684.78,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
54,17,63,6.23,28.86,51.9,753.9,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
173,95,52,6.17,18.52,66.08,2603.02,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
99,59,127,7.54,21.03,75.12,2141.94,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
170,75,38,6.51,23.64,48.13,1588.56,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
135,24,46,4.85,39.32,38.24,642.39,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
171,22,54,7.81,13.74,72.58,2493.86,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
167,55,58,6.77,27.86,75.01,2139.05,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
68,91,93,6.11,29.14,37.52,1893.99,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
178,60,122,6.76,32.81,41.82,1072.34,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
138,38,21,7.47,13.78,40.08,617.06,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
76,54,53,6.81,25.9,41.44,1101.2,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
160,34,146,5.88,18.63,74.45,1852.03,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
77,37,88,7.99,39.92,73.08,2533.48,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
139,24,103,6.85,14.96,69.34,2329.36,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
111,94,107,6.19,38.33,71.55,774.66,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
50,68,74,5.35,21.6,40.51,1492.96,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
150,63,145,4.84,34.23,60.06,906.22,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
70,54,90,5.31,19.89,73.51,1238.62,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
37,57,53,7.37,19.56,54.45,649.02,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
133,65,43,6.68,31.44,57.64,1645.93,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
115,15,118,5.12,17.81,60.12,440.03,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
65,97,49,6.14,34.62,40.93,2128.79,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
49,85,149,7.48,24.44,44.48,1783.83,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
167,27,74,7.99,34.56,57.54,1464.01,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
123,45,147,7.38,28.62,55.66,665.76,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
62,67,77,6.87,22.96,79.25,2068.22,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
79,98,140,6.32,29.57,45.09,1884.01,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
72,31,146,6.76,31.67,57.98,1225.85,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
115,17,70,6.17,25.56,44.46,978.22,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
77,99,147,5.57,17.34,74.08,1097.74,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
118,67,109,6.28,10.0,38.11,2621.54,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
175,62,30,4.91,19.94,34.0,2548.48,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
118,20,80,7.08,30.9,70.06,354.31,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
40,72,71,5.79,29.8,76.43,1356.4,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
148,60,37,6.08,22.12,54.01,478.94,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
87,98,69,5.26,22.38,61.61,2069.41,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48,93,62,6.89,36.27,45.98,2641.95,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
92,22,87,6.26,32.13,31.38,965.48,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
141,86,76,7.02,20.32,87.46,1212.15,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
58,70,84,5.92,21.5,35.02,2679.67,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48,84,20,6.34,27.29,74.66,1699.68,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
132,48,34,5.03,10.94,55.27,1397.58,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
159,64,99,5.61,24.27,75.57,990.36,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
57,78,80,6.28,34.15,45.95,1652.46,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
133,86,30,7.02,36.33,48.61,2218.75,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
179,63,42,6.2,15.67,42.31,341.02,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
44,48,102,7.81,12.7,62.34,796.57,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
174,54,135,7.24,13.57,59.45,979.74,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
128,17,144,6.62,25.88,68.78,719.14,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
57,16,143,5.3,12.47,62.28,2786.29,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
87,37,133,6.64,19.06,72.08,1616.31,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
39,71,36,6.52,22.8,37.76,1548.1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
98,35,24,4.93,19.17,63.63,641.97,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
114,15,101,7.28,15.54,89.15,1161.69,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
78,27,57,4.81,15.09,73.62,2431.07,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
178,65,93,7.15,35.74,68.58,2301.14,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
125,31,74,6.59,33.21,63.21,1223.19,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
177,20,56,7.92,15.39,37.17,838.55,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
158,87,68,4.98,32.21,38.85,908.91,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
111,80,43,5.29,16.84,81.34,1432.26,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
93,98,135,7.96,17.47,36.52,1175.1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
83,50,65,6.86,30.88,72.07,1000.81,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
70,98,134,4.81,10.43,50.64,2772.95,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
91,24,74,7.02,25.75,57.68,423.08,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
40,20,127,4.97,14.24,39.16,1195.58,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
128,85,123,7.37,20.76,56.78,1959.97,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
